,title,date
556,大図書館の羊飼い -Library Party-,2018.7.26
557,レゴ®インクレディブル・ファミリー,2018.8.2
558,Salt and Sanctuary (ソルト アンド サンクチュアリ),2018.8.2
559,Code of Princess EX,2018.8.2
560,図書館ＳＷ・名作１００選＋α,2018.8.2
561,ピクロスS2,2018.8.2
562,アケアカNEOGEO プレヒストリックアイル２ 原始島,2018.8.2
563,サガ スカーレット グレイス 緋色の野望,2018.8.2
564,Flat Heroes,2018.8.2
565,ガンズゴア＆カノーリ２,2018.8.2
566,アイリス魔法学園～Vinculum Hearts～,2018.8.2
567,Iconoclasts,2018.8.2
568,Battle Supremacy,2018.8.2
569,あつまれ！金魚すくい,2018.8.2
570,Overcooked® 2 - オーバークック２,2018.8.7
571,Dead Cells,2018.8.7
572,スバラシティ,2018.8.9
573,Darkest Dungeon,2018.8.9
574,大神 絶景版,2018.8.9
575,Minit,2018.8.9
576,Draw a Stickman: EPIC 2,2018.8.9
577,アケアカNEOGEO メタルスラッグ 4,2018.8.9
578,探偵 神宮寺三郎 プリズム・オブ・アイズ,2018.8.9
579,かいぞくポップ,2018.8.9
580,わくわくスイーツ あまい おかしが できるかな？,2018.8.9
581,新撰組アメイジング～火照る躰と恋炎～,2018.8.9
582,テト字ス,2018.8.9
583,ひっくりガエル,2018.8.9
584,The Escapists 2,2018.8.9
585,チョークダッシュカーニバル,2018.8.9
586,世界の覇者Ｘ,2018.8.9
587,EXTREME POKER,2018.8.9
588,アーケードアーカイブス　キッドのホレホレ大作戦,2018.8.9
589,アケアカNEOGEO リアルバウト餓狼伝説2 〜THE NEWCOMERS〜,2018.8.16
590,Bad North,2018.8.20
591,Prison Architect: Nintendo Switch™ Edition,2018.8.20
592,モーフィーズ・ロウ,2018.8.23
593,僕のヒーローアカデミア One's Justice,2018.8.23
594,ケロブラスター,2018.8.23
595,トイスタントバイク〜チポトポトライアルズ 〜,2018.8.23
596,Treadnauts,2018.8.23
597,Sky Gamblers: Storm Raiders,2018.8.23
598,Flood of Light,2018.8.23
599,レッドズ キングダム (Red's Kingdom),2018.8.23
600,アケアカNEOGEO クロスソード,2018.8.23
601,螢幕判官　Behind The Screen,2018.8.23
602,フェルンズゲート,2018.8.23
603,汐,2018.8.23
604,シェルター ジェネレーション,2018.8.23
605,Moorhuhn Remake モーアフーン リメイク,2018.8.23
606,キミの瞳にヒットミー,2018.8.23
607,ワールドエンド・シンドローム,2018.8.30
608,舞華蒼魔鏡,2018.8.30
609,サイヴァリア デルタ,2018.8.30
610,テニス ワールドツアー,2018.8.30
611,斬！斬！斬！,2018.8.30
612,Toki Tori 2+（トキ・トリ 2+）,2018.8.30
613,アーケードアーカイブス アーガス,2018.8.30
614,アケアカNEOGEO フットボールフレンジー,2018.8.30
615,ザ・ビデオキッド,2018.8.30
616,リトルドラゴンズカフェ -ひみつの竜とふしぎな島-,2018.8.30
617,Plague Road,2018.8.30
618,本格AI搭載 大富豪,2018.8.30
619,Blade Strangers,2018.8.30
620,フリーダムプラネット,2018.8.30
621,学園CLUB～放課後のヒミツ～,2018.8.30
622,百鬼城 公儀隠密録,2018.8.30
623,テトラのエスケープ,2018.8.30
624,The Messenger,2018.8.30
625,SIX SIDES OF THE WORLD ENHANCED,2018.8.30
626,Mini Metro,2018.8.30
627,Burnstar,2018.8.30
628,みんなで空気読み。,2018.8.30
629,PLANET ALPHA,2018.9.4
630,Wulverblade (ウルヴァーブレイド),2018.9.6
631,薄桜鬼 真改 風華伝 for Nintendo Switch,2018.9.6
632,めんトリパズル,2018.9.6
633,アケアカNEOGEO ニンジャコマンドー,2018.9.6
634,籠庭のクックロビン,2018.9.6
635,見性,2018.9.6
636,中華大仙,2018.9.6
637,スパイダーソリティアF,2018.9.6
638,Hyper Light Drifter - スペシャルエディション,2018.9.6
639,Broforce,2018.9.6
640,にゃんらぶ ～私の恋の見つけ方～,2018.9.6
641,SNKヒロインズ Tag Team Frenzy,2018.9.6
642,NBA 2K19,2018.9.11
643,アーケードアーカイブス アルゴスの戦士,2018.9.13
644,Code：Realize ～彩虹の花束～ for Nintendo Switch,2018.9.13
645,シャドウファイト2,2018.9.13
646,アケアカNEOGEO 痛快GANGAN行進曲,2018.9.13
647,ワーウルフピンボール,2018.9.13
648,,2018.9.13
649,Suicide Guy,2018.9.13
650,おしゃべり！カケジョ！～奪われたドットコインを追え！～,2018.9.13
651,Nintendo Labo Toy-Con 03: Drive Kit(ドライブ キット),2018.9.14
652,FINAL FANTASY XV POCKET EDITION HD,2018.9.14
653,シティーズ：スカイライン - Nintendo Switch Edition,2018.9.14
654,UNDERTALE,2018.9.15
655,ファミリーコンピュータ Nintendo Switch Online,2018.9.19
656,大戦略パーフェクト4.0,2018.9.20
657,STEINS;GATE ELITE,2018.9.20
658,Reigns: Kings & Queens,2018.9.20
659,カプコン ベルトアクション コレクション,2018.9.20
660,THE カード ～ポーカー、テキサスホールデム、ブラックジャック、ページワン～,2018.9.20
661,SEGA AGES ソニック・ザ・ヘッジホッグ,2018.9.20
662,SEGA AGES サンダーフォースⅣ,2018.9.20
663,Element エレメント,2018.9.20
664,最悪なる災厄人間に捧ぐ,2018.9.20
665,アケアカNEOGEO サイバーリップ,2018.9.20
666,ステレデン　バイナリースターズ,2018.9.20
667,ロロナのアトリエ ～アーランドの錬金術士～ DX,2018.9.20
668,メルルのアトリエ ～アーランドの錬金術士３～ DX,2018.9.20
669,トトリのアトリエ ～アーランドの錬金術士２～ DX,2018.9.20
670,アトリエ ～アーランドの錬金術士１・２・３～ DX,2018.9.20
671,ダーツUP,2018.9.20
672,The Gardens Between,2018.9.20
673,Life Goes On,2018.9.20
674,巫剣神威控（みつるぎかむいひかえ）,2018.9.20
675,ニル・アドミラリの天秤 色ドリ撫子,2018.9.20
676,アーケードアーカイブス エキサイトバイク,2018.9.21
677,Arena of Valor,2018.9.25
678,Ultimate Chicken Horse,2018.9.25
679,ルフランの地下迷宮と魔女ノ旅団,2018.9.27
680,MotoGP 18,2018.9.27
681,エレメンタルナイツR,2018.9.27
682,ドラゴンボール ファイターズ,2018.9.27
683,すばらしきこのせかい -Final Remix-,2018.9.27
684,戦場のヴァルキュリア for Nintendo Switch,2018.9.27
685,戦場のヴァルキュリア４ 新価格版,2018.9.27
686,NORN9 LOFN for Nintendo Switch,2018.9.27
687,アケアカNEOGEO ザ・キング・オブ・ファイターズ 2001,2018.9.27
688,マーセナリーズウィングス 偽りの不死鳥,2018.9.27
689,ルームズ アンとジョージの不思議なパズル,2018.9.27
690,アルメロ,2018.9.27
691,ドリームアローン -Dream Alone-,2018.9.27
692,Bridge Constructor Portal,2018.9.27
693,Dokuro （ドクロ）,2018.9.27
694,リベリオンズ Secret Game 2nd Stage for Nintendo Switch,2018.9.27
695,BEAST Darling! 〜けもみみ男子と秘密の寮〜,2018.9.27
696,シークレットゲーム KILLER QUEEN for Nintendo Switch,2018.9.27
697,マミーピンボール,2018.9.27
698,Moorhuhn Wanted モーアフーン ウォンテッド,2018.9.27
699,WORK×WORK,2018.10.4
700,ロックマン11 運命の歯車!!,2018.10.4
701,アケアカNEOGEO ズパパ!,2018.10.4
702,FullBlast,2018.10.4
703,すみっコぐらし　あつまれ！すみっコタウン,2018.10.4
704,マヨナカ・ガラン,2018.10.4
705,けものフレンズピクロス,2018.10.4
706,Battle Chasers: Nightwar (バトルチェイサーズ：ナイトウォー),2018.10.4
707,レヴナントドグマ,2018.10.4
708,うごくジグソーパズル　美しき女性,2018.10.4
709,スーパー マリオパーティ,2018.10.5
710,アサシン クリード オデッセイ クラウドバージョン,2018.10.5
711,Tricky Towers,2018.10.11
712,アケアカNEOGEO ファイヤー・スープレックス,2018.10.11
713,ゆけむり温泉郷,2018.10.11
714,The MISSING -J.J.マクフィールドと追憶島-,2018.10.11
715,ゲーム発展国++,2018.10.11
716,PERFECT ANGLE イリュージョン パズル,2018.10.11
717,One Strike一騎打ち,2018.10.11
718,チャイルド オブ ライト,2018.10.11
719,マドリカ不動産,2018.10.11
720,冒険ダンジョン村,2018.10.11
721,レコチョク,2018.10.12
722,NBA 2K プレイグラウンド2,2018.10.16
723,アートオブバランス,2018.10.18
724,戦国キャノン for Nintendo Switch,2018.10.18
725,DARK SOULS REMASTERED,2018.10.18
726,アーケードアーカイブス 忍者くん 阿修羅ノ章,2018.10.18
727,SINNER: Sacrifice for Redemption,2018.10.18
728,六方 論理,2018.10.18
729,BLACK BIRD（ブラックバード）,2018.10.18
730,Momonga Pinball: モモンガ ピンボール アドベンチャー,2018.10.18
731,クラッシュ・バンディクー ブッとび3段もり！ボーナスエディション,2018.10.18
732,アケアカNEOGEO STRIKERS 1945 PLUS,2018.10.18
733,The Room（ザ・ルーム）,2018.10.18
734,Dies irae Amantes amentes For Nintendo Switch,2018.10.18
735,Tactical Mind タクティカル・マインド,2018.10.18
736,フライングパワーディスク：Windjammers,2018.10.23
737,夜廻と深夜廻 for Nintendo Switch,2018.10.25
738,ピアニスタ,2018.10.25
739,Cendrillon palikA,2018.10.25
740,ベイブレードバースト バトルゼロ,2018.10.25
741,Shikhondo (シクホンド) - 食魂徒,2018.10.25
742,アケアカNEOGEO 風雲黙示録 〜格闘創世〜,2018.10.25
743,ストリートファイター30th アニバーサリーコレクション インターナショナル,2018.10.25
744,メモリーズオフ -Innocent Fille-,2018.10.25
745,シャンティ -海賊の呪い- for Nintendo Switch,2018.10.25
746,おとぎパズル～魔法のオブジェ～,2018.10.25
747,怪盗ツインズ,2018.10.25
748,ぷよぷよeスポーツ,2018.10.25
749,Snake Pass (スネークパス),2018.10.25
750,レゴ(R)DC スーパーヴィランズ,2018.10.25
751,アーケードアーカイブス ASO,2018.10.25
752,Magic Scroll Tactics,2018.10.25
753,わいわい！ウォールチャレンジ,2018.10.25
754,セブン・ビリオン・ヒューマンズ,2018.10.25
755,スパイダーソリティア BLACK,2018.10.25
756,最強の麻雀 ～100万人のための麻雀道場～,2018.10.25
757,Gone Home,2018.10.25
758,ノラと皇女と野良猫ハート HD,2018.10.25
759,EVE burst error R （イヴ バーストエラー アール）,2018.10.25
760,リスク：世界征服ゲーム,2018.10.30
761,SEGA AGES ファンタシースター,2018.10.31
762,クロワルール ・シグマ,2018.11.1
763,ネコ・トモ,2018.11.1
764,マダルダッシュ,2018.11.1
765,Bomb Chicken （ボム・チキン）,2018.11.1
766,アケアカNEOGEO フットサル 〜5 ON 5 MINI SOCCER〜,2018.11.1
767,マニュアル・サミュエル ～死神との約束～,2018.11.1
768,レッドストリート - 悪魔の挑戦デラックス,2018.11.1
769,Machinarium（マシナリウム）,2018.11.1
770,ティンバーマン VS エディション,2018.11.1
771,ナナミと一緒に学ぼ！English 上達のコツ 理論編,2018.11.1
772,A Hole New World（ア・ホール・ニュー・ワールド）,2018.11.1
773,みんなでカーニバル・ゲーム！,2018.11.6
774,ワールド オブ ファイナルファンタジー マキシマ,2018.11.6
775,アケアカNEOGEO スラッシュラリー,2018.11.8
776,バリアント ハート　ザ グレイト ウォー,2018.11.8
777,ロスト・イン・ハーモニー -Lost in Harmony-,2018.11.8
778,アスタブリード,2018.11.8
779,ジェットメロ：ヒーロー・オブ・ザ・ユニバース,2018.11.8
780,お絵かきパズル1000！,2018.11.8
781,ゴーストプリズン,2018.11.8
782,ボクらの消しゴム落とし,2018.11.8
783,ゴースト-1.0-,2018.11.8
784,State of Mind,2018.11.8
785,アーケードアーカイブス アーバンチャンピオン,2018.11.9
786,YouTube,2018.11.9
787,スポーツパーティー,2018.11.15
788,トレイルブレイザーズ,2018.11.15
789,GEM CRASH,2018.11.15
790,RPGツクールMV Trinity,2018.11.15
791,アケアカNEOGEO ステークスウィナー2,2018.11.15
792,レジェンダリー フィッシング,2018.11.15
793,Super Hydorah – スーパーハイドラ,2018.11.15
794,げっし～ず　がじがじなかまをそだてよう,2018.11.15
795,ソリティア BATTLE ROYAL,2018.11.15
796,Destruction,2018.11.15
797,WILL: 素晴らしき世界,2018.11.15
798,アーケードアーカイブス アトミックロボキッド,2018.11.15
799,ポケットモンスター Let's Go! ピカチュウ,2018.11.16
800,ポケットモンスター Let's Go! イーブイ,2018.11.16
801,シドマイヤーズ シヴィライゼーション VI,2018.11.16
802,なりキッズパーク　快盗戦隊ルパンレンジャーVS警察戦隊パトレンジャー,2018.11.21
803,なりキッズパーク　ウルトラマンR／B,2018.11.21
804,Warframe,2018.11.21
805,アケアカNEOGEO キング・オブ・ザ・モンスターズ2,2018.11.22
806,三国恋戦記～オトメの兵法！～,2018.11.22
807,Hand of Fate 2 (ハンドオブフェイト2),2018.11.22
808,I Am The Hero,2018.11.22
809,Hyper Sentinel,2018.11.22
810,バートラム・フィドルの冒険 エピソード2：惨々たる誤算,2018.11.22
811,The Binding of Isaac: Rebirth,2018.11.22
812,ライバル・メガガン,2018.11.29
813,The First Tree,2018.11.29
814,ビリオンロード,2018.11.29
815,仮面ライダー クライマックススクランブル ジオウ,2018.11.29
816,秋葉原クラッシュ！１２３ステージ＋１,2018.11.29
817,SEGA AGES アウトラン,2018.11.29
818,上海 Refresh,2018.11.29
819,NAIRI: Tower of Shirin,2018.11.29
820,スターダスト　ギャラクシー　ウォリアーズ：ステラー　クライマックス,2018.11.29
821,ラピス・リ・アビス,2018.11.29
822,R-Type Dimensions EX（アールタイプ・ディメンジョンズEX）,2018.11.29
823,アーケードアーカイブス ルート 16,2018.11.29
824,超・逃走中＆超・戦闘中　ダブルパック,2018.11.29
825,マレニア国の冒険酒場 ～パティアと腹ペコの神～,2018.11.29
826,ドント・ノック・トワイス,2018.11.29
827,幻想郷ディフェンダーズ,2018.11.29
828,マドリスＲ,2018.11.29
829,Castle of Heart,2018.11.29
830,アニマルハンターZ,2018.11.29
831,モンスターボーイ 呪われた王国,2018.12.4
832,スーパーガチャポンワールド SDガンダムX,2018.12.6
833,アケアカNEOGEO ティンクルスタースプライツ,2018.12.6
834,The Bug Butcher (ザ・バグ・ブッチャー),2018.12.6
835,LITTLE FRIENDS -DOGS & CATS-（リトルフレンズ　ドッグス＆キャッツ）,2018.12.6
836,Hollow (ホロウ),2018.12.6
837,Super Volley Blast（スーパーバレー ブラスト）,2018.12.6
838,アーケードアーカイブス ダブルドラゴンII ザ・リベンジ,2018.12.6
839,アニマス,2018.12.6
840,大乱闘スマッシュブラザーズ SPECIAL,2018.12.7
841,Kingdom: Two Crowns,2018.12.11
842,Desert Child～砂漠の子～,2018.12.11
843,Everspace™ - Stellar Edition,2018.12.11
844,Runbow (ランボー),2018.12.13
845,キル・ザ・バッドガイ,2018.12.13
846,アケアカNEOGEO メタルスラッグ 5,2018.12.13
847,ネコネイビー -デイドリーム・エディション-,2018.12.13
848,雪ん娘大旋風　～さゆきとこゆきのひえひえ大騒動～,2018.12.13
849,Blue Rider (ブルー・ライダー),2018.12.13
850,遊んで囲碁が強くなる！ 銀星囲碁DX,2018.12.13
851,ダイダロス：ジ・アウェイクニング・オブ・ゴールデンジャズ,2018.12.13
852,Bring Them Home ブリング・ゼム・ホーム,2018.12.13
853,ムラカ(Mulaka),2018.12.13
854,GRIS,2018.12.13
855,ギア・クラブ アンリミテッド2,2018.12.13
856,トライビット ロジック,2018.12.13
857,アーケードアーカイブス アテナ,2018.12.13
858,SQUIDS-ひっぱりイカの大冒険-,2018.12.13
859,シンフォニック＝レイン,2018.12.13
860,Sine Mora EX,2018.12.13
861,ナンプレ10000,2018.12.13
862,ニーズヘッグ2,2018.12.13
863,Transistor,2018.12.13
864,Ms. Splosion Man (ミズ・スプロ－ジョンマン),2018.12.13
865,PEACH BALL 閃乱カグラ,2018.12.13
866,ニッポンマラソン,2018.12.17
867,Firewatch（ファイアー・ウォッチ）,2018.12.18
868,ドーナツ カウンティ『Donut County』,2018.12.18
869,ネットキャッチャー　ネッチ,2018.12.20
870,シベリア 日本語版,2018.12.20
871,シベリア 日本語版 2,2018.12.20
872,ドラゴンクエストビルダーズ２　破壊神シドーとからっぽの島,2018.12.20
873,くにおくん ザ・ワールド クラシックスコレクション,2018.12.20
874,Fit Boxing（フィットボクシング）,2018.12.20
