,title,date
2917,フィッシング ファイターズ,2021.3.25
2918,Toon Shooters 2: The Freelancers,2021.3.25
2919,Rip Them Off,2021.3.25
2920,ペーパーボールデラックス,2021.3.25
2921,Black Legend,2021.3.25
2922,アーケードアーカイブス スイマー,2021.3.25
2923,From Shadows,2021.3.25
2924,DARQ Complete Edition,2021.3.25
2925,BodyQuest - ボディークエスト,2021.3.25
2926,Laws of Machine,2021.3.25
2927,Jumping Stack Ball (ジャンピングスタックボール),2021.3.25
2928,ザフライーングトラベラー ブロークンメモリーズ,2021.3.25
2929,Golf Royale (ゴルフロワイヤル),2021.3.25
2930,AER - Memories of Old,2021.3.25
2931,Edna & Harvey: The Breakout - Anniversary Edition,2021.3.25
2932,偽りの君とスキャンダル,2021.3.25
2933,時計仕掛けのレイライン -陽炎に彷徨う魔女-,2021.3.25
2934,アイキス2,2021.3.25
2935,Genesis Noir,2021.3.26
2936,モンスターハンターライズ,2021.3.26
2937,El Hijo - A Wild West Tale（エル・イホ）,2021.3.26
2938,バランワンダーワールド,2021.3.26
2939,Narita Boy,2021.3.30
2940,棒人間ファイト：ザ・ゲーム,2021.4.1
2941,Moorhuhn Kart 2　モーアフーン カート 2,2021.4.1
2942,イトルデュー,2021.4.1
2943,G-MODEアーカイブス33 TETRIS® DIAMOND,2021.4.1
2944,アフターパルス,2021.4.1
2945,ドライブ バイ,2021.4.1
2946,アスディバインクロス,2021.4.1
2947,ダンジョンとパズル,2021.4.1
2948,ローファイ・ピンポン,2021.4.1
2949,謎解きメール2,2021.4.1
2950,FIGHTING EX LAYER ANOTHER DASH,2021.4.1
2951,ライフインクからの脱出,2021.4.1
2952,BallzOut,2021.4.1
2953,ツクールシリーズ DRAGON PEAK,2021.4.1
2954,Give It Up! Bouncy がんばれーラビ!,2021.4.1
2955,私の小さなアイスクリームブース,2021.4.1
2956,Squad Killer,2021.4.1
2957,Brick Bat Crazy,2021.4.1
2958,お子様向けのアビーの農場,2021.4.1
2959,Deponia,2021.4.1
2960,Deponia Doomsday,2021.4.1
2961,アーケードアーカイブス 悪魔城ドラキュラ,2021.4.1
2962,Sudoky,2021.4.2
2963,PAC-MAN 99,2021.4.8
2964,MX vs ATV All Out,2021.4.8
2965,ゆるキャン△ VIRTUAL CAMP ～麓キャンプ場編～,2021.4.8
2966,太鼓の達人 ドコドン！ミステリーアドベンチャー（ドコどんRPGパック！収録）,2021.4.8
2967,太鼓の達人 どんとかつの時空大冒険（ドコどんRPGパック！収録）,2021.4.8
2968,Cozy Grove,2021.4.8
2969,ISLAND,2021.4.8
2970,EQQO (エコー),2021.4.8
2971,Breathedge,2021.4.8
2972,タリアの伝説 女騎士アルカディア,2021.4.8
2973,Stacks On Stacks (On Stacks),2021.4.8
2974,Songbird Symphony ～ソングバードシンフォニー 羽ばたくメロディー～,2021.4.8
2975,Maiden & Spell,2021.4.8
2976,Croc's World Run (クロックス・ワールド・ラン),2021.4.8
2977,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.2「海楼館殺人事件」,2021.4.8
2978,Birds and Blocks (バードアンドブロック),2021.4.8
2979,Airfield Mania (エアフィールド・マニア),2021.4.8
2980,ツクールシリーズ おしゃべり！ホリジョ！ホリスラッシュ,2021.4.8
2981,アーケードアーカイブス サボテンボンバーズ,2021.4.8
2982,Skyland: 山に眠る巨人,2021.4.8
2983,Candy Match Kiddies (キャンディーマッチキッディーズ),2021.4.8
2984,マイスモールドッグアドベンチャー,2021.4.8
2985,グラヴィティア (Graviter),2021.4.8
2986,Fly The Bird (フライ・ザ・バード),2021.4.8
2987,Silence,2021.4.8
2988,Bubble Bubble Ocean (バブルバブル),2021.4.8
2989,Wind Peaks,2021.4.8
2990,Goodbye Deponia,2021.4.8
2991,Delicious! Pretty Girls Mahjong Solitaire,2021.4.8
2992,Say No! More,2021.4.9
2993,Gradiently 勾配,2021.4.9
2994,Knight Squad 2,2021.4.14
2995,ポイポイ！どうぶつパーク,2021.4.15
2996,キングダム・オブ・アルカディア,2021.4.15
2997,Winning Post 9 2021,2021.4.15
2998,サガ フロンティア リマスター,2021.4.15
2999,Relicta,2021.4.15
3000,Nine Witches: 家族騒動,2021.4.15
3001,マルくんの旅　～出会いと別れの物語～,2021.4.15
3002,Godstrike,2021.4.15
3003,レインパレード: イタズラ雲の冒険 !,2021.4.15
3004,アトリエ喫茶ふらっとからの脱出,2021.4.15
3005,アーケードアーカイブス フリスキー・トム,2021.4.15
3006,Stitchy in Tooki Trouble,2021.4.15
3007,イソーローマズ,2021.4.15
3008,迷宮経営SLG -ZombieVital DG-,2021.4.15
3009,エアバウンス,2021.4.15
3010,ミアステール ～デズニフの遺跡～,2021.4.15
3011,Shikaku Shapes,2021.4.15
3012,Get Ogre It,2021.4.15
3013,Sudoku Master (ナンバープレイスマスター),2021.4.15
3014,ReactorX,2021.4.15
3015,G-MODEアーカイブス34 魔城っ娘プリンセス,2021.4.15
3016,Checkers Master (チェッカーズマスター),2021.4.15
3017,廃深,2021.4.15
3018,Kakuro Magic,2021.4.16
3019,MathLand - マスランド,2021.4.22
3020,Buildings Have Feelings Too!,2021.4.22
3021,斬妖Raksasi,2021.4.22
3022,スメルター,2021.4.22
3023,東方憑依華　～ Antinomy of Common Flowers.,2021.4.22
3024,時計仕掛けのアポカリプス,2021.4.22
3025,ワンダーボーイ アーシャ・イン・モンスターワールド,2021.4.22
3026,雷電Ⅳ×MIKADO remix,2021.4.22
3027,-右脳の達人- まちがいさがしミュージアム for Nintendo Switch,2021.4.22
3028,Speed 3: Grand Prix スピード3：グランプリ,2021.4.22
3029,トロピコ ６ Nintendo Switchエディション,2021.4.22
3030,ソフィーのアトリエ ～不思議な本の錬金術士～ DX,2021.4.22
3031,リディー＆スールのアトリエ ～不思議な絵画の錬金術士～ DX,2021.4.22
3032,フィリスのアトリエ ～不思議な旅の錬金術士～ DX,2021.4.22
3033,鼠ちゃんの百科事典,2021.4.22
3034,Bamerang,2021.4.22
3035,ピクロスS6,2021.4.22
3036,ステルス戦争 - 暗殺者,2021.4.22
3037,Yoko & Yuki: Dr. Rat's Revenge,2021.4.22
3038,エリオット,2021.4.22
3039,Hunting Simulator 2,2021.4.22
3040,タイピングクエスト,2021.4.22
3041,フォートレスインザースカイ,2021.4.22
3042,Flipon,2021.4.22
3043,アーケードアーカイブス A-JAX,2021.4.22
3044,Road Fury,2021.4.22
3045,Solitaire Klondike Minimal,2021.4.22
3046,子供部屋での脱出～ニャン蔵＆クマ吉の脱出ゲームシリーズ～,2021.4.22
3047,Park Inc (パーキング・ロット),2021.4.22
3048,Colorfall,2021.4.22
3049,WORLD END ECONOMiCA ～完全版～,2021.4.22
3050,Archery Blast (アーチェリー・ブラスト),2021.4.22
3051,Space Invasion (スペースインベイジョン),2021.4.22
3052,怪盗ロビーと忘れられた神殿,2021.4.22
3053,スノーボール コレクション バブル,2021.4.22
3054,スピード トラック レーシング,2021.4.22
3055,Effie,2021.4.22
3056,サクラ･サキュバス ～モテ期は唐突に～,2021.4.22
3057,あそぶタイツ パズルレッスン,2021.4.22
3058,ダンジョンに捧ぐ墓標,2021.4.23
3059,Chess Minimal,2021.4.23
3060,Silver Chains (シルバーチェーン),2021.4.26
3061,フライトゥギャザー！,2021.4.28
3062,テラテック,2021.4.28
3063,毎日♪ 衛宮さんちの今日のごはん,2021.4.28
3064,スターレネゲード,2021.4.28
3065,臺灣妖果：序章,2021.4.28
3066,神田アリス も 推理スル。,2021.4.28
3067,G-MODEアーカイブス+ シティコネクション・ロケット,2021.4.28
3068,アーケードアーカイブス サンダークロスII,2021.4.28
3069,ママにゲーム隠された2,2021.4.28
3070,スーパーグリッチダッシュ,2021.4.28
3071,世界の中心で、AIは戦う,2021.4.28
3072,ミクと水没都市,2021.4.28
3073,Fight of Gods,2021.4.28
3074,アイドル麻雀 ファイナルロマンス2,2021.4.28
3075,グリザイア ファントムトリガー 01 to 05,2021.4.28
3076,R-TYPE FINAL 2,2021.4.29
3077,スーパー野田ゲーPARTY,2021.4.29
3078,The Big Journey,2021.4.30
3079,New ポケモンスナップ,2021.4.30
3080,Heal (ヒール),2021.4.30
3081,Solitaire Spider Minimal,2021.4.30
3082,Legend of Keepers: Welcome to the Dungeons Company,2021.4.30
3083,スケートシティ,2021.5.6
3084,アストロベアーズ,2021.5.6
3085,Dull Grey,2021.5.6
3086,アーケードアーカイブス ザ・ロードオブキング,2021.5.6
3087,変身少女,2021.5.6
3088,Escape First 3,2021.5.6
3089,テクノタンク,2021.5.6
3090,International Basketball (インターナショナル・バスケットボール),2021.5.6
3091,Poker Pretty Girls Battle: Fantasy World Edition,2021.5.6
3092,Wordify 言葉,2021.5.6
3093,連邦刑務所からの脱出,2021.5.6
3094,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.3「死者の楽園」,2021.5.6
3095,Sofia,2021.5.6
3096,スカリー,2021.5.6
3097,Flowing Lights,2021.5.7
3098,チャイルド オブ ライト + バリアント ハート ザ グレイト ウォー,2021.5.11
3099,Subnautica サブノーティカ,2021.5.13
3100,エクソデーモン,2021.5.13
3101,.cat,2021.5.13
3102,スポンジ・ボブ : カニカーニ・クックオフ,2021.5.13
3103,Subnautica: Below Zero サブノーティカ：ビロウゼロ,2021.5.13
3104,MotoGP™21,2021.5.13
3105,Kropki 8,2021.5.13
3106,ライズ・エテルナ,2021.5.13
3107,Smash Club: Streets of Shmeenis,2021.5.13
3108,コネクション・リホーンテッド (Connection reHaunted),2021.5.13
3109,Fire: Ungh’s Quest,2021.5.13
3110,Cooking Simulator - Pizza,2021.5.13
3111,Destrobots : デストロボット,2021.5.13
3112,Fantasy Checkers,2021.5.13
3113,スカイロール！,2021.5.13
3114,Grand Prix Racing (グランプリレース),2021.5.13
3115,Ninja Epic Adventure (ニンジャー・エピック・アドベンチャー),2021.5.13
3116,夢見るキャンバス,2021.5.13
3117,Highway Haste,2021.5.13
3118,アーケードアーカイブス ガズラー,2021.5.13
3119,ファミコン探偵倶楽部 消えた後継者,2021.5.14
3120,ファミコン探偵倶楽部 うしろに立つ少女,2021.5.14
3121,Jetboard Joust,2021.5.18
3122,Arcaea,2021.5.18
3123,AeternoBlade,2021.5.20
3124,ルーンファクトリー５,2021.5.20
3125,アンジェリーク ルミナライズ,2021.5.20
3126,ライジングヘル,2021.5.20
3127,大航海時代Ⅳ with パワーアップキット HD Version,2021.5.20
3128,CLANNAD 光見守る坂道で,2021.5.20
3129,Fate Of The Pharaoh,2021.5.20
3130,放浪者　フランケンシュタインの創りしモノ,2021.5.20
3131,The Skylia Prophecy,2021.5.20
3132,マニフォールド ガーデン,2021.5.20
3133,じゃんがりあん物語,2021.5.20
3134,AKIBA'S TRIP ファーストメモリー,2021.5.20
3135,Castaway Paradise (キャストアウェイパラダイス),2021.5.20
3136,Wanna Survive: ワナサバイブ,2021.5.20
3137,アーケードアーカイブス タスクフォースハリアー,2021.5.20
3138,ホーン・ナイト,2021.5.20
3139,0 Degrees,2021.5.20
3140,ストレンジパークからの脱出,2021.5.20
3141,G-MODEアーカイブス+ 怒首領蜂大往生DX,2021.5.20
3142,とらきちのトラキッチン,2021.5.20
3143,Undead Battle Royale（アンデッド バトルロイヤル）,2021.5.20
3144,Bounce Mania (バウンス・マニア),2021.5.20
3145,Dynos & Ghosts (ダイノサウルスとゴースト),2021.5.20
3146,Classic Solitaire,2021.5.20
3147,Tank Battle Retro,2021.5.20
3148,Fire & Water,2021.5.20
3149,Empire Invasion,2021.5.20
3150,Wacky Run,2021.5.20
3151,Dirt Bike Retro,2021.5.20
3152,Bakery Master,2021.5.20
3153,Magical Maze,2021.5.20
3154,Maze with cube,2021.5.20
3155,Super Punch,2021.5.20
3156,Castle Heroes,2021.5.20
3157,Burger Master,2021.5.20
3158,サクラ･サキュバス２ ～止まらぬ出会い～,2021.5.20
3159,Knockout City™,2021.5.21
3160,ミートピア,2021.5.21
3161,King of Seas - 海の王,2021.5.25
3162,スーパーボンバーマン R オンライン,2021.5.27
3163,すみれの空,2021.5.27
3164,Castle of no Escape,2021.5.27
3165,竜星のヴァルニール,2021.5.27
3166,Taxi Chaos タクシー・カオス,2021.5.27
3167,Paradigm Paradox,2021.5.27
3168,ブリッジコンストラクター：ウォーキング・デッド,2021.5.27
3169,探偵撲滅,2021.5.27
3170,Mundaun,2021.5.27
3171,ワールズエンドクラブ,2021.5.27
3172,LIBERATED,2021.5.27
3173,アーケードアーカイブス タイムパイロット'84,2021.5.27
3174,マールク：ダークデーモン,2021.5.27
3175,キッズプレイ　パズル：動物、車など,2021.5.27
3176,Pathway (パスウェイ),2021.5.27
3177,キッズプレイ　お城での冒険,2021.5.27
3178,キッズプレイ　動物鳴き声ゲーム,2021.5.27
3179,キッズプレイ　動物カード マッチングゲーム / 神経衰弱トランプゲーム,2021.5.27
3180,キッズプレイ　形パズル,2021.5.27
3181,Connect Color Dots: Fun Water Flow Pipe Line Art Puzzle Game,2021.5.27
3182,G-MODEアーカイブス+ 魔王が墜ちる日,2021.5.27
3183,オールモスト・ゴーン,2021.5.27
3184,Family Mysteries 3: 犯罪者の頭脳,2021.5.27
3185,かしおり,2021.5.27
3186,Crying Suns,2021.5.27
3187,ケープ君の脱出ゲーム 2.5部屋目,2021.5.27
3188,LiEat,2021.5.27
3189,Skittles (スキットルズ),2021.5.27
3190,Weaving Tides,2021.5.27
3191,Pixel Head Soccer,2021.5.27
3192,至極の男～もう一度愛される夜,2021.5.27
3193,Maneater,2021.5.27
3194,となりに彼女のいる幸せ～Winter Guest～,2021.5.27
3195,イトルデュー 2+,2021.5.28
3196,Kakurasu World,2021.5.28
3197,Quest Hunter,2021.6.3
3198,Sludge Life,2021.6.3
3199,バスケクラブ物語,2021.6.3
3200,有翼のフロイライン Wing of Darkness,2021.6.3
3201,マイチャイルドレーベンスボーン,2021.6.3
3202,Party Games: 15 in 1,2021.6.3
3203,LOVE - 物語が詰まったパズルボックス,2021.6.3
3204,Astalon: 地球の涙,2021.6.3
3205,ミスティック・ピラー ～インド式パズル～,2021.6.3
3206,Slide Stars スライド・スターズ,2021.6.3
3207,ダンジョン・エスケープ,2021.6.3
3208,リバーシ レッツゴー,2021.6.3
3209,Sunblaze,2021.6.3
3210,Sweet Bakery Tycoon スウィート・ベーカリー・タイクーン,2021.6.3
3211,G-MODEアーカイブス+ ぶらり・世界ウンテイ,2021.6.3
3212,カリコ,2021.6.3
3213,インフィニット・タンク WW2,2021.6.3
3214,バトル・ハンターズ,2021.6.3
3215,イービル・インサイド,2021.6.3
3216,アーケードアーカイブス はちゃめちゃファイター,2021.6.3
3217,トイハウスからの脱出,2021.6.3
3218,ウィッチェ(Wicce),2021.6.3
3219,Dark Fantasy: Jigsaw Puzzle,2021.6.3
3220,ホーンテッドドーン ザ・ゾンビ アポカリプス,2021.6.3
3221,彩色のカルテット,2021.6.3
3222,迷い猫の旅2 -Stray Cat Doors2-,2021.6.3
3223,What The Fork,2021.6.3
3224,ホーギーヒューwithフレンズ,2021.6.3
3225,Grand Slam Tennis (グランドスラム・テニス),2021.6.3
3226,Strike Daz Cans (ストライク・ザ・カン),2021.6.3
3227,Knight with Tactics,2021.6.3
3228,Total Arcade Racing,2021.6.3
3229,Head Games,2021.6.3
3230,テーブルテニス,2021.6.3
3231,ペイント,2021.6.3
3232,DCスーパーヒーローガールズ ティーンパワー,2021.6.4
3233,Hitori Logic,2021.6.4
3234,Retrograde Arena,2021.6.5
3235,マイティ・グース,2021.6.5
3236,ウムランギジェネレーション スペシャルエディション,2021.6.5
3237,メイドさんを右にミ☆,2021.6.10
3238,ラックスリンガー,2021.6.10
3239,アーケードアーカイブス パイレートピート,2021.6.10
3240,NINJA GAIDEN: マスターコレクション Version D,2021.6.10
3241,ジオリフターズ,2021.6.10
3242,Very Very Valet,2021.6.10
3243,Galactic Defence Squadron,2021.6.10
3244,六角形ディフェンス (Hexagon Defense),2021.6.10
3245,ソリティア・コンスピラシー,2021.6.10
3246,Pet Shop Snacks - ペットショップ スナック,2021.6.10
3247,きらきらスターズ ーidol project Aiー,2021.6.10
3248,ブレインブレーカー,2021.6.10
3249,ピクセル　セル,2021.6.10
3250,ライフオブフライアナザーデー,2021.6.10
3251,アニマス レヴェナント,2021.6.10
3252,Classic Checkers,2021.6.10
3253,CAESAR EMPIRE WAR (セサール),2021.6.10
3254,Warhammer Age of Sigmar: Storm Ground,2021.6.10
3255,Paradox Error,2021.6.10
3256,ボウリング,2021.6.10
3257,ナイトビジョン - 暗いところで見る,2021.6.10
3258,NINJA GAIDEN: マスターコレクション,2021.6.10
3259,NINJA GAIDEN: マスターコレクション デラックスエディション,2021.6.10
3260,Suguru Nature,2021.6.11
3261,ナビつき！ つくってわかる　はじめてゲームプログラミング,2021.6.11
3262,虫姫さま,2021.6.16
3263,幕末恋華新選組　 尽忠報国の士,2021.6.17
3264,マラビーヤ島の動物たち,2021.6.17
3265,Rotund Takeoff,2021.6.17
3266,Pretty Girls Klondike Solitaire,2021.6.17
3267,Slither Loop,2021.6.17
3268,スペースインベーダー フォーエバー,2021.6.17
3269,ツクールシリーズ　異世界かるてっと　冒険！あくしょんげーむ,2021.6.17
3270,32 SECS,2021.6.17
3271,Metal Unit,2021.6.17
3272,アーケードアーカイブス セクターゾーン,2021.6.17
3273,くまのレストラン,2021.6.17
3274,G-MODEアーカイブス+ 忍者じゃじゃ丸くん・乱舞,2021.6.17
3275,デーモンクリスタル4,2021.6.17
3276,Rangerdog,2021.6.17
3277,Ninja Buddy Epic Quest (ニンジャバディ),2021.6.17
3278,League Of Champions Soccer (サッカーチャンピオンズリーグ),2021.6.17
3279,Zombie Raid (ゾンビレイド),2021.6.17
3280,ナーブド,2021.6.17
3281,ビリヤード,2021.6.17
3282,バスケットボールピンボール,2021.6.17
3283,ダンクロードズ,2021.6.17
3284,Connect It!,2021.6.17
3285,Escape Route,2021.6.17
3286,Ragdoll Fighter,2021.6.17
3287,スパイアラーム,2021.6.17
3288,愛怒流でいず,2021.6.17
3289,ENDER LILIES: Quietus of the Knights,2021.6.22
3290,Super Magbot,2021.6.22
3291,Worms Rumble,2021.6.23
3292,スーパーマッシュ,2021.6.24
3293,現代大戦略2020～揺れる世界秩序！大国の野望と世界大戦～,2021.6.24
3294,戦国無双５,2021.6.24
3295,わるい王様とりっぱな勇者,2021.6.24
3296,HADES,2021.6.24
3297,Sugar*Style,2021.6.24
3298,Caligula2,2021.6.24
3299,聖剣伝説 Legend of Mana,2021.6.24
3300,アルケミスト・アドベンチャー,2021.6.24
3301,カーエックスドリフトレーシングオンライン,2021.6.24
3302,剣が君 for S,2021.6.24
3303,ハミダシクリエイティブ,2021.6.24
3304,ビトマスター,2021.6.24
3305,WORTH LIFE（ワースライフ）,2021.6.24
3306,シドニー・ハンターとマヤの呪い,2021.6.24
3307,Alex Kidd in Miracle World DX,2021.6.24
3308,レイジングブラスターズ,2021.6.24
3309,Futoshiki Math,2021.6.24
3310,Super Cable Boy (スーパー・ケーブル・ボーイ),2021.6.24
3311,エキ,2021.6.24
3312,アーケードアーカイブス 武田信玄,2021.6.24
3313,Turbo Skiddy Racing (ターボ・スキッディ・レーシング),2021.6.24
3314,Lovekami -Useless Goddess-,2021.6.24
3315,ストレンジミュージアムからの脱出,2021.6.24
3316,キューブブラスト：マッチ,2021.6.24
3317,Enigmatis: メープルクリークの亡霊たち,2021.6.24
3318,きらきらスターズ ーidol project Nagisaー,2021.6.24
3319,Farm for your Life - 人生を耕そう,2021.6.24
3320,1971 プロジェクト・ヘリオス,2021.6.24
3321,AnimaLudo,2021.6.24
3322,デプス･オブ･エキスティンクション･決定版,2021.6.24
3323,Pocket Races,2021.6.24
3324,カルキュレーター,2021.6.24
3325,チェス,2021.6.24
3326,Sweet Sugar Candy (スイートシュガーキャンディ),2021.6.24
3327,CANNON ARMY(キャノン・アーミー),2021.6.24
3328,SUPER SOCCER BLAST： America vs Europe,2021.6.24
3329,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.4「白鷺に紅の羽」,2021.6.24
3330,白と黒のアリス for Nintendo Switch,2021.6.24
3331,サクラ･サキュバス３ ～魔性の支配者～,2021.6.24
3332,Paratopic,2021.6.24
3333,マリオゴルフ スーパーラッシュ,2021.6.25
3334,トニー・ホーク™ プロ・スケーター™ 1 + 2,2021.6.25
3335,Sky 星を紡ぐ子どもたち,2021.6.30
3336,Battle Axe,2021.6.30
3337,Discolored ディスカラード,2021.7.1
3338,アーケードアーカイブス 雷電,2021.7.1
3339,フォレストウォーク,2021.7.1
3340,Summer Pockets REFLECTION BLUE,2021.7.1
3341,キッカリーニョ・ワールド (Kickerinho World),2021.7.1
3342,もしかして？　おばけの射的屋 for Nintendo Switch,2021.7.1
3343,少女首領の推理領域 -黄金島の密約-,2021.7.1
3344,アーキャン・ザー・ドグ・アドベンチュラー,2021.7.1
3345,Salad Bar Tycoon サラダ・バー・タイクーン,2021.7.1
3346,Layers of Fear 2―恐怖のクルーズ,2021.7.1
3347,ヴァスタークロウズ3～神界の龍師～,2021.7.1
3348,ボクらの大夏まつり,2021.7.1
3349,アルファディア ジェネシス２,2021.7.1
3350,G-MODEアーカイブス35 マジカルファンタジスタ2,2021.7.1
3351,レトロハウスからの脱出,2021.7.1
3352,ドラゴンクエスチョン,2021.7.1
3353,SDST: Deluxe,2021.7.1
3354,ビートダウンシティ　コマンドファイターズ,2021.7.1
3355,きらきらスターズ ーidol project Reikaー,2021.7.1
3356,スーパーデストロノートDX-2,2021.7.1
3357,赤白黄色,2021.7.1
3358,エアホッケー,2021.7.1
3359,Anna's Quest,2021.7.1
3360,Bullet Trail,2021.7.1
3361,ダーツ,2021.7.1
3362,Dyna Bomb,2021.7.2
3363,A Plague Tale: Innocence - Cloud Version (TRIAL VERSION),2021.7.6
3364,風雨来記4,2021.7.8
3365,eBASEBALLプロ野球スピリッツ2021 グランドスラム,2021.7.8
3366,ARIA CHRONICLE -アリアクロニクル-,2021.7.8
3367,Boomerang X,2021.7.8
3368,Ruvato : Original Complex,2021.7.8
3369,Connect Bricks,2021.7.8
3370,英雄伝説 閃の軌跡I：改 -Thors Military Academy 1204-,2021.7.8
3371,G-MODEアーカイブス+ 弾幕検定死験-大往生編-,2021.7.8
3372,クラッシュドライブ3,2021.7.8
3373,Dogworld,2021.7.8
3374,アーケードアーカイブス シーファイターポセイドン,2021.7.8
3375,真砂楼,2021.7.8
3376,Monument,2021.7.8
3377,Bocce (ボッチ),2021.7.8
3378,Mermaid Castle,2021.7.8
3379,ピアノ,2021.7.8
3380,My Maitê,2021.7.8
3381,Blitz Breaker,2021.7.8
3382,Fantasy Cards (ファンタジーカード),2021.7.8
3383,モンスターハンターストーリーズ２　～破滅の翼～,2021.7.9
3384,マクロティス: ある母の日記,2021.7.15
3385,Squeakers,2021.7.15
3386,Rogue Star Rescue,2021.7.15
3387,元祖みんなでスペランカー,2021.7.15
3388,地球防衛軍２ for Nintendo Switch,2021.7.15
3389,GOHOME,2021.7.15
3390,クレヨンしんちゃん 『オラと博士の夏休み』 ～おわらない七日間の旅～,2021.7.15
3391,わんニャンペットショップ　かわいいペットとふれあう毎日,2021.7.15
3392,モンスターを倒して強い剣や鎧を手にしなさい。死んでも諦めずに強くなりなさい。勇者隊が魔王を倒すその日を信じています。,2021.7.15
3393,迷路探偵ピエール：ラビリンス・シティ,2021.7.15
3394,エイト・ドラゴン,2021.7.15
3395,Nyakamon Adventures,2021.7.15
3396,アーケードアーカイブス ダーウィン4078,2021.7.15
3397,ザ・コロニスト,2021.7.15
3398,Induction,2021.7.15
3399,Akinofa,2021.7.15
3400,思い出の母校からの脱出,2021.7.15
3401,Zoo Dentist,2021.7.15
3402,俺たちの戦いはこれからだ！　episode 1,2021.7.15
3403,RED COLONY 2,2021.7.15
3404,無人島からの脱出 ～ニャン蔵＆クマ吉の脱出ゲームシリーズ～,2021.7.15
3405,スポット・ザ・ディファレンス - 2プレーヤー,2021.7.15
3406,ロータスレバリー：ファーストネクサス,2021.7.15
3407,Lost Grimoires 3: 忘れられし井戸,2021.7.15
3408,3D Air Hockey (エアホッケー),2021.7.15
3409,Egg Up (エッグアップ),2021.7.15
3410,Classic Pool,2021.7.15
3411,Car Wash - 洗車 幼児と子供のための車とトラックのガレージゲーム,2021.7.15
3412,ドラムス,2021.7.15
3413,ハント,2021.7.15
3414,Rainbocorns ZURU,2021.7.15
3415,ゼルダの伝説 スカイウォードソード HD,2021.7.16
3416,ウィズン･ザ･ブレード,2021.7.16
3417,ヘノシス,2021.7.19
3418,すすめ！じでんしゃナイツ,2021.7.20
3419,Cris Tales,2021.7.20
3420,FATAL TWELVE,2021.7.21
3421,アーケードアーカイブス クライムファイターズ2,2021.7.21
3422,Alba Wildlife Adventure,2021.7.21
3423,G-MODEアーカイブス36 ビーチバレーガールしずく3 世界大会編,2021.7.21
3424,Dininho Space Adventure,2021.7.21
3425,Pokémon UNITE,2021.7.21
3426,フレディ スパゲッティ 2,2021.7.21
3427,G-MODEアーカイブス37 萌えスロ☆ビーチのしずく,2021.7.21
3428,Dungeon Bricker,2021.7.21
3429,恋愛、借りちゃいました,2021.7.21
3430,戦国†恋姫～乙女絢爛☆戦国絵巻～,2021.7.21
3431,おにあま -わたしに甘えて、お兄ちゃん♡-,2021.7.21
3432,SWEET CLOWN ～午前三時のオカシな道化師～,2021.7.22
3433,Last Stop,2021.7.22
3434,新すばらしきこのせかい,2021.7.27
3435,Ayo the Clown,2021.7.28
3436,アーケードアーカイブス NOVA2001,2021.7.29
3437,失われた心,2021.7.29
3438,スペースインベーダー インヴィンシブルコレクション スペシャルエディション,2021.7.29
3439,大逆転裁判1＆2　-成歩堂龍ノ介の冒險と覺悟-,2021.7.29
3440,戦場のフーガ,2021.7.29
3441,スカイドリフト インフィニティ,2021.7.29
3442,マインドメイズ,2021.7.29
3443,Unbound: Worlds Apart,2021.7.29
3444,りっく☆じあ～す 麻雀ソリティア,2021.7.29
3445,The Long Gate,2021.7.29
3446,ブラスターマスター ゼロ 3,2021.7.29
3447,トリガー・ウィッチ,2021.7.29
3448,お住まい夢物語DX,2021.7.29
3449,スサノオ～日本神話RPG～,2021.7.29
3450,君は雪間に希う,2021.7.29
3451,テラランダー,2021.7.29
3452,テラランダーII-ロックスライドレスキュー,2021.7.29
3453,テラボンバー,2021.7.29
3454,ツーポイントホスピタル：ジャンボエディション （Two Point Hospital Jumbo Edition）,2021.7.29
3455,Banners of Ruin,2021.7.29
3456,さんすうドリラー,2021.7.29
3457,クトゥルフ神話RPG 瘴気の海に眠る少女,2021.7.29
3458,Paint the Town Red,2021.7.29
3459,Christmas Tina ‐泡沫冬景‐,2021.7.29
3460,ザフライーングトラベラーカームマインド,2021.7.29
3461,ピクセル パズル＆ウォッチ コレクション,2021.7.29
3462,感染メイズ,2021.7.29
3463,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.5「昏い匣の上」,2021.7.29
3464,Alfonzo's Arctic Adventure,2021.7.29
3465,ツクールシリーズ　武雷銃　GALAXY STORM,2021.7.29
3466,CLOSER,2021.7.29
3467,Minute Of Islands(ミニッツ・オブ・アイランド),2021.7.29
3468,Hunter Shooting Camp (ハンター・シューティング・キャンプ),2021.7.29
3469,音波,2021.7.29
3470,Eldest Souls(エルデストソウル),2021.7.29
3471,Metro Simulator,2021.7.29
3472,Kosmonavtes: エスケープ・リアリティ,2021.7.29
3473,ワールドスプリッター,2021.7.29
3474,ZOMB,2021.7.29
3475,スナイパー,2021.7.29
3476,ギター,2021.7.29
3477,Fight,2021.7.29
3478,真 流行り神３,2021.7.29
3479,Snake vs Snake,2021.8.5
3480,Doomsday Vault 終末のヴォールト,2021.8.5
3481,エターナムEX,2021.8.5
3482,ラジィ 古の伝説,2021.8.5
